ID;CODE;NAME
7423;A22.30.025;Фотодинамическая терапия при заболеваниях костно-мышечной системы и суставов
7424;A22.30.025.001;Фотодинамическая терапия при новообразованиях костей и суставных хрящей интраоперационная
7425;A22.30.026;Фотодинамическая терапия при новообразованиях плаценты
7426;A22.30.026.001;Фотодинамическая терапия при новообразованиях плаценты интраоперационная
7427;A22.30.027;Фотодинамическая терапия при новообразованиях забрюшинного пространства
7428;A22.30.027.001;Фотодинамическая терапия при новообразованиях забрюшинного пространства интраоперационная
7429;A22.30.028;Радиочастотная термоабляция при новообразованиях забрюшинного пространства
7430;A22.30.029;Радиочастотная термоабляция при новообразованиях брюшины
7431;A22.30.030;Высокоинтенсивное сфокусированное ультразвуковое воздействие при новообразованиях костно-мышечной системы и суставов
7432;A22.30.031;Высокоинтенсивное сфокусированное ультразвуковое воздействие при новообразованиях забрюшинного пространства
7433;A22.30.032;Высокоинтенсивное сфокусированное ультразвуковое воздействие при новообразованиях брюшины
7434;A22.30.033;Коагуляция кровоточащего сосуда
7435;A22.30.033.001;Коагуляция кровоточащего сосуда аргонплазменная
7436;A22.30.033.002;Коагуляция кровоточащего сосуда лазерная
7437;A22.30.034;Лазерная коагуляция сосудистых анастомозов плаценты
7438;A22.30.035;Лазерная коагуляция сосудов пуповины
7439;A22.30.036;Сочетанное воздействие импульсных токов и ультразвуковой терапии
7440;A22.30.037;Сочетанное воздействие импульсных токов и фонофорез лекарственных веществ
7441;A23.07.001;Услуги по обслуживанию ортодонтических аппаратов
7442;A23.07.001.001;Коррекция съемного ортодонтического аппарата
7443;A23.07.001.002;Ремонт ортодонтического аппарата
7444;A23.07.002;Услуги по изготовлению ортопедической конструкции стоматологической
7445;A23.07.002.001;Изготовление зуба литого металлического в несъемной конструкции протеза
7446;A23.07.002.002;Изготовление лапки литого зуба
7447;A23.07.002.003;Изготовление контрольной, огнеупорной модели
7448;A23.07.002.004;Изготовление зуба пластмассового простого
7449;A23.07.002.005;Изготовление спайки
7450;A23.07.002.006;Изготовление разборной модели
7451;A23.07.002.007;Изготовление гнутой лапки
7452;A23.07.002.008;Изготовление литого штифтового зуба
7453;A23.07.002.009;Изготовление съемного протеза из термопластического материала
7454;A23.07.002.010;Изготовление кламмера гнутого из стальной проволоки
7455;A23.07.002.011;Изоляция торуса
7456;A23.07.002.012;Изготовление армированной дуги литой
7457;A23.07.002.013;Изготовление фасетки литой (металлической)
7458;A23.07.002.014;Изготовление базиса бюгельного протеза с пластмассовыми зубами
7459;A23.07.002.015;Изготовление бюгельного каркаса
7460;A23.07.002.016;Изготовление огнеупорной модели
7461;A23.07.002.017;Изготовление литого базиса
7462;A23.07.002.018;Изготовление кламмера Роуча
7463;A23.07.002.019;Изготовление литого опорно-удерживающего кламмера
7464;A23.07.002.020;Изготовление литого опорно-удерживающего кламмера
7465;A23.07.002.021;Изготовление ограничителя базиса бюгельного протеза
7466;A23.07.002.022;Изготовление седла бюгельного протеза
7467;A23.07.002.023;Изготовление ответвления в бюгеле (компайдер)
7468;A23.07.002.024;Изготовление фасетки в бюгельном протезе
7469;A23.07.002.025;Изготовление зуба литого в бюгельном протезе
7470;A23.07.002.026;Изготовление лапки шинирующей в бюгельном протезе
7471;A23.07.002.027;Изготовление контрольной модели
7472;A23.07.002.028;Изготовление коронки цельнолитой
7473;A23.07.002.029;Изготовление коронки металлоакриловой на цельнолитом каркасе
7474;A23.07.002.030;Изготовление коронки пластмассовой
7475;A23.07.002.031;Изготовление коронки металлической штампованной
7476;A23.07.002.032;Изготовление комбинированной коронки
7477;A23.07.002.033;Изготовление частичного съемного протеза
7478;A23.07.002.034;Перебазировка съемного протеза лабораторным методом
7479;A23.07.002.035;Приварка кламмера
7480;A23.07.002.036;Приварка зуба
7481;A23.07.002.037;Починка перелома базиса самотвердеющей пластмассой
7482;A23.07.002.038;Починка двух переломов базиса самотвердеющей пластмассой
7483;A23.07.002.039;Изготовление эластической прокладки (лабораторный метод)
7484;A23.07.002.040;Изготовление полного съемного пластинчатого протеза
7485;A23.07.002.041;Изготовление коронки телескопической
7486;A23.07.002.042;Изготовление одного элемента к съемной пластинке
7487;A23.07.002.043;Изготовление боксерской шины
7488;A23.07.002.044;Изготовление воскового валика
7489;A23.07.002.045;Изготовление дуги вестибулярной с дополнительными изгибами
7490;A23.07.002.046;Изготовление замкового крепления
7491;A23.07.002.047;Изготовление звеньев
7492;A23.07.002.048;Изготовление зуба металлоакрилового
7493;A23.07.002.049;Изготовление зуба металлокерамического
7494;A23.07.002.050;Изготовление зуба пластмассового сложного
7495;A23.07.002.051;Изготовление кольца ортодонтического
7496;A23.07.002.052;Изготовление контрольной модели с оформлением цоколя
7497;A23.07.002.053;Изготовление коронки бюгельной
7498;A23.07.002.054;Изготовление коронки металлокерамической (фарфоровой)
7499;A23.07.002.055;Изготовление коронки ортодонтической
7500;A23.07.002.056;Изготовление окклюзионной накладки в мостовидном протезе
7501;A23.07.002.057;Изготовление пелота на металлическом каркасе
7502;A23.07.002.058;Изготовление пластинки вестибулярной
7503;A23.07.002.059;Изготовление пластинки с заслоном для языка (без кламмеров)
7504;A23.07.002.060;Изготовление пластинки с окклюзионными накладками
7505;A23.07.002.061;Изготовление позиционера
7506;A23.07.002.062;Изготовление полного съемного протеза с фарфоровыми зубами
7507;A23.07.002.063;Изготовление съемной пластинки из пластмассы без элементов (накусочной пластинки)
7508;A23.07.002.064;Изготовление штифтовой конструкции
7509;A23.07.002.065;Изготовление элайнера
7510;A23.07.002.066;Инжекция термопластической массы при изготовлении съемного протеза
7511;A23.07.002.067;Изготовление частичного съемного протеза с фарфоровыми зубами
7512;A23.07.002.068;Изготовление съемной пластинки с наклонной плоскостью
7513;A23.07.002.069;Изготовление металлоакриловой коронки на штампованном колпачке
7514;A23.07.002.070;Изготовление коронки пластмассовой с послойной моделировкой
7515;A23.07.002.071;Изготовление сложного челюстного протеза
7516;A23.07.002.072;Установка крепления в конструкцию съемного протеза при протезировании на имплантатах
7517;A23.07.002.073;Изготовление дуги вестибулярной
7518;A23.07.003;Припасовка и наложение ортодонтического аппарата
7519;A23.09.001;Проведение пробы Штанге
7520;A23.09.002;Проведение пробы Генчи
7521;A23.09.003;Проведение пробы Серкина
7522;A23.09.004;Проведение пробы Розенталя
7523;A23.09.005;Проведение пробы А.Е. Шафрановского
7524;A23.09.006;Проведение пробы Лебедева
7525;A23.09.007;Оксигемометрия
7526;A23.10.001;Подбор параметров работы постоянного имплантируемого антиаритмического устройства
7527;A23.10.002;Программирование постоянного имплантируемого антиаритмического устройства
7528;A23.10.003;Тестирование состояния постоянного имплантируемого антиаритмического устройства
7529;A23.23.001;Настройка нейростимулятора
7530;A23.25.001;Подбор слухового аппарата
7531;A23.25.002;Настройка речевого процессора
7532;A23.25.002.001;Конвертация карт настройки речевого процессора
7533;A23.25.002.002;Импорт (экспорт) индивидуальных настроечных карт речевого процессора
7534;A23.25.003;Настройка речевых процессоров при бинауральной имплантации
7535;A23.25.004;Настройка слухового аппарата
7536;A23.25.005;Установка речевого процессора
7537;A23.25.006;Замена речевого процессора
7538;A23.25.007;Услуги по обслуживанию речевого процессора
7539;A23.25.007.001;Ремонт речевого процессора
7540;A23.25.008;Услуги по обслуживанию слухового аппарата
7541;A23.25.008.001;Ремонт слухового аппарата
7542;A23.26.001;Подбор очковой коррекции зрения
7543;A23.26.002;Подбор контактной коррекции зрения
7544;A23.26.002.001;Подбор ортокератологических линз
7545;A23.26.006;Скарификация и туширование роговичных очагов воспаления
7546;A23.26.007;Подбор и адаптация глазного протеза
7547;A23.26.008;Коагуляция (туширование) фистулы зоны фильтрации
7548;A23.26.009;Ремонт очков
7549;A23.30.001;Пособие по подбору ортопедических стелек
7550;A23.30.002;Пособие по подбору ортопедической обуви
7551;A23.30.003;Пособие по наложению протеза
7552;A23.30.004;Постановка функционального диагноза
7553;A23.30.005;Определение функционального класса больного
7554;A23.30.006;Определение двигательного режима
7555;A23.30.007;Определение типа реакции сердечно-сосудистой системы на физическую нагрузку
7556;A23.30.008;Назначение лекарственных препаратов, методов, форм лечебной физкультуры
7557;A23.30.009;Составление плана проведения курса лечебной физкультуры
7558;A23.30.010;Определение реабилитационной способности
7559;A23.30.011;Определение реабилитационного прогноза
7560;A23.30.012;Проведение контроля эффективности проведения занятий лечебной физкультурой
7561;A23.30.013;Применение игр в реабилитационном процессе
7562;A23.30.013.001;Применение игр на месте в реабилитационном процессе
7563;A23.30.013.002;Применение подвижных игр в реабилитационном процессе
7564;A23.30.013.003;Применение спортивных игр в реабилитационном процессе
7565;A23.30.014;Туризм в реабилитационном процессе
7566;A23.30.014.001;Ближний туризм в реабилитационном процессе
7567;A23.30.014.002;Дальний туризм в реабилитационном процессе
7568;A23.30.015;Применение элементов спорта в реабилитационных программах
7569;A23.30.017;Постуральная коррекция
7570;A23.30.018;Проба Мартинэ-Кушелевского
7571;A23.30.019;Проба Дешина и Котова (трехминутный бег в темпе 180 шагов в минуту)
7572;A23.30.020;Проба ЦОЛИФКа (60 подскоков за 30 секунд)
7573;A23.30.021;Тест Купера
7574;A23.30.022;Гарвардский степ-тест
7575;A23.30.023;Проведение теста с физической нагрузкой с использованием эргометра
7576;A23.30.023.001;Проведение теста с однократной физической нагрузкой меняющейся интенсивности
7577;A23.30.023.002;Проведение теста с многократной физической нагрузкой неменяющейся интенсивности
7578;A23.30.023.003;Проведение теста с многократной физической нагрузкой меняющейся интенсивности
7579;A23.30.024;Проба Летунова
7580;A23.30.025;Кинематография
7581;A23.30.026;Составление медицинского заключения о допуске к занятиям физической культурой
7582;A23.30.027;Составление медицинского заключения о допуске к занятиям спортом
7583;A23.30.028;Составление медицинского заключения об уровне общей физической подготовленности
7584;A23.30.029;Составление медицинского заключения об уровне тренированности
7585;A23.30.030;Составление медицинского заключения о переутомлении спортсмена
7586;A23.30.031;Составление медицинского заключения о перенапряжении спортсмена
7587;A23.30.032;Составление медицинского заключения о допуске к соревнованиям
7588;A23.30.033;Составление медицинского заключения об уровне здоровья спортсмена
7589;A23.30.034;Составление заключения о характере предстартового состояния организма спортсмена
7590;A23.30.035;Определение медицинской группы для занятий физической культурой
7591;A23.30.036;Определение медицинской группы для занятий физической культурой детского населения
7592;A23.30.037;Определение медицинской группы для занятий физической культурой взрослого населения
7593;A23.30.038;Изучение реакции восстановления
7594;A23.30.039;Врачебно-педагогические наблюдения за занятием лечебной физкультурой
7595;A23.30.040;Тренировка спортсмена после заболевания или травмы по восстановлению общей работоспособности (в реабилитационном стационаре)
7596;A23.30.041;Тренировка спортсмена после заболевания или травмы по восстановлению специальной работоспособности (в реабилитационном стационаре)
7597;A23.30.042;Медицинская эвакуация
7598;A23.30.042.001;Санитарно-авиационная эвакуация
7599;A23.30.042.002;Санитарная эвакуация наземным транспортом
7600;A23.30.042.003;Санитарная эвакуация водным транспортом
7601;A23.30.042.004;Санитарная эвакуация другими видами транспорта
7602;A23.30.042.005;Медицинское сопровождение при медицинской эвакуации
7603;A23.30.043;Подбор фиксирующих устройств при планировании лучевой терапии
7604;A23.30.044;Дистанционная настройка параметров функционирования используемого пациентом медицинского изделия
7605;A23.30.045;Лечебная рекомпрессия по воздушным режимам
7606;A23.30.046;Лечебная рекомпрессия по кислородно-воздушным режимам
7607;A23.30.047;Лечебная рекомпрессия по кислородным режимам
7608;A23.30.048;Лечебная рекомпрессия по кислородно-азотно-гелиевым режимам
7609;A23.30.049;Воздействие гипербарическое при профессиональных заболеваниях водолазов (кессонщиков)
7610;A23.30.050;Услуги по обслуживанию ортопедических приспособлений
7611;A23.30.050.001;Коррекция съемной ортопедической конструкции
7612;A23.30.051;Составление меню диетического питания
7613;A23.30.052;Расчет калорийности диеты
7614;A23.30.053;Определение гликемического индекса пищевых продуктов и блюд
7615;A23.30.054;Мониторинг структуры потребления пищевых веществ и энергии
7616;A23.30.055;Оценка риска развития алиментарно-зависимых заболеваний
7617;A23.30.056;Оценка фактического питания с использованием метода 24-часового (суточного) воспроизведения питания
7618;A24.01.001;Применение грелки
7619;A24.01.002;Наложение компресса на кожу
7620;A24.01.003;Применение пузыря со льдом
7621;A24.01.004;Криодеструкция кожи
7622;A24.01.005;Криомассаж кожи
7623;A24.01.005.001;Криотерапия общая (криокамера)
7624;A24.01.005.002;Гипотермия местная контактная
7625;A24.01.005.003;Криотерапия локальная
7626;A24.01.006;Тепловизорное определение глубины ожога
7627;A24.01.007;Гипертермическая химиотерапия мягких тканей
7628;A24.03.001;Криодеструкция новообразований костей
7629;A24.06.001;Гипертермия лимфангиом
7630;A24.08.001;Тепловизорная диагностика заболеваний носа и придаточных пазух
7631;A24.08.002;Криовоздействие при заболеваниях верхних дыхательных путей
7632;A24.08.002.001;Криодеструкция доброкачественных образований полости носа и глотки
7633;A24.08.002.002;Криовоздействие на нижние носовые раковины
7634;A24.08.003;Туширование слизистой носоглотки
7635;A24.12.001;Исследование гемодинамики методом термоделюции
7636;A24.12.002;Криодеструкция при сосудистых новообразованиях
7637;A24.12.003;Гипертермия сверхвысокочастотная при сосудистых новообразованиях
7638;A24.14.001;Тепловизорная диагностика болезней печени
7639;A24.14.002;Деструкция очаговых образований печени, основанная на тепловых эффектах
7640;A24.14.003;Криодеструкция очаговых образований печени
7641;A24.15.001;Тепловизорная диагностика болезней поджелудочной железы
7642;A24.19.001;Ректальная гипертермия при заболеваниях сигмовидной и прямой кишки
7643;A24.20.001;Криодеструкция доброкачественных новообразований женских половых органов
7644;A24.20.002;Внутривлагалищное криовоздействие при заболеваниях женских половых органов
7645;A24.20.003;Гипертермия при новообразованиях женских половых органов
7646;A24.21.001;Ректальная гипертермия при заболеваниях мужских половых органов
7647;A24.21.002;Уретральное воздействие с помощью локальной гипертермии
7648;A24.21.003;Криодеструкция новообразования предстательной железы
7649;A24.23.001;Криодеструкция новообразований головного мозга
7650;A24.26.001;Тепловизорная диагностика болезней органа зрения
7651;A24.26.002;Микродиатермокоагуляция очага кератита
7652;A24.26.003;Транссклеральная криодеструкция новообразований сетчатки, сосудистой оболочки глаза
7653;A24.26.004;Криокоагуляция сетчатки
7654;A24.26.005;Криоциклодеструкция цилиарного тела
7655;A24.26.006;Погружная диатермокоагуляция при новообразованиях придаточного аппарата глаза
7656;A24.28.001;Тепловизорная диагностика болезней почек
7657;A24.28.002;Криодеструкция новообразования почки
7658;A24.30.001;Гипертермия, биоэлектротерапия при новообразованиях
7659;A24.30.002;Тепловизорная диагностика лучевых поражений
7660;A24.30.003;Гипотермия
7661;A24.30.003.001;Гипотермия общая
7662;A24.30.003.002;Гипотермия локальная
7663;A24.30.003.003;Гипотермия региональная
7664;A24.30.004;Криодеструкция новообразований мягких тканей
7665;A25.01.001;Назначение лекарственных препаратов при заболеваниях кожи, подкожно-жировой клетчатки, придатков кожи
7666;A25.01.001.001;Назначение лекарственных препаратов группы ингибиторов фактора некроза опухоли альфа при заболеваниях кожи
7667;A25.01.001.002;Назначение лекарственных препаратов группы ингибиторов интерлейкина при заболеваниях кожи
7668;A25.01.002;Назначение диетического питания при заболеваниях кожи, подкожно-жировой клетчатки, придатков кожи
7669;A25.01.003;Назначение лечебно-оздоровительного режима при заболеваниях кожи, подкожно-жировой клетчатки, придатков кожи
7670;A25.02.001;Назначение лекарственных препаратов при заболеваниях мышечной системы
7671;A25.02.002;Назначение диетического питания при заболеваниях мышечной системы
7672;A25.02.003;Назначение лечебно-оздоровительного режима при заболеваниях мышечной системы
7673;A25.03.001;Назначение лекарственных препаратов при заболеваниях костной системы
7674;A25.03.002;Назначение диетического питания при заболеваниях костной системы
7675;A25.03.003;Назначение лечебно-оздоровительного режима при заболеваниях костной системы
7676;A25.04.001;Назначение лекарственных препаратов при заболеваниях суставов
7677;A25.04.001.001;Назначение лекарственных препаратов группы ингибиторов фактора некроза опухоли альфа при артропатиях, спондилопатиях
7678;A25.04.001.002;Назначение лекарственных препаратов группы ингибиторов интерлейкина при артропатиях, спондилопатиях
7679;A25.04.001.003;Назначение лекарственных препаратов группы ингибиторов фактора некроза опухоли альфа при системных поражениях соединительной ткани
7680;A25.04.001.004;Назначение лекарственных препаратов группы ингибиторов интерлейкина при системных поражениях соединительной ткани
7681;A25.04.001.005;Назначение лекарственных препаратов группы селективных иммунодепрессантов при артропатиях, спондилопатиях
7682;A25.04.001.006;Назначение лекарственных препаратов группы селективных иммунодепрессантов при системных поражениях соединительной ткани
7683;A25.04.001.007;Назначение лекарственных препаратов группы моноклональных антител при системных поражениях соединительной ткани
7684;A25.04.002;Назначение диетического питания при заболеваниях суставов
7685;A25.04.003;Назначение лечебно-оздоровительного режима при заболеваниях суставов
7686;A25.05.001;Назначение лекарственных препаратов при заболеваниях системы органов кроветворения и крови
7687;A25.05.001.001;Назначение лекарственных препаратов группы иммуноглобулинов при заболеваниях системы органов кроветворения и крови
7688;A25.05.001.002;Назначение факторов свертывания крови при заболеваниях системы органов кроветворения и крови
7689;A25.05.002;Назначение диетического питания при заболеваниях системы органов кроветворения и крови
7690;A25.05.003;Назначение лечебно-оздоровительного режима при заболеваниях системы крови
7691;A25.05.004;Назначение лекарственных препаратов при новообразования неопределенного или неизвестного характера лимфоидной, кроветворной и родственных им тканей
7692;A25.05.005;Назначение лекарственных препаратов при отдельных болезнях, протекающих с вовлечением лимфоретикулярной ткани и ретикулогистиоцитарной системы
7693;A25.06.001;Назначение лекарственных препаратов при заболеваниях иммунной системы
7694;A25.06.002;Назначение диетического питания при заболеваниях иммунной системы
7695;A25.06.003;Назначение лечебно-оздоровительного режима при заболеваниях иммунной системы
7696;A25.07.001;Назначение лекарственных препаратов при заболеваниях полости рта и зубов
7697;A25.07.002;Назначение диетического питания при заболеваниях полости рта и зубов
7698;A25.07.003;Назначение лечебно-оздоровительного режима при заболеваниях полости рта и зубов
7699;A25.08.001;Назначение лекарственных препаратов при заболеваниях верхних дыхательных путей
7700;A25.08.002;Назначение диетического питания при заболеваниях верхних дыхательных путей
7701;A25.08.003;Назначение лечебно-оздоровительного режима при заболеваниях верхних дыхательных путей
7702;A25.09.001;Назначение лекарственных препаратов при заболеваниях нижних дыхательных путей и легочной ткани
7703;A25.09.001.001;Назначение лекарственных препаратов группы прочих препаратов для лечения обструктивных заболеваний дыхательных путей для системного применения
7704;A25.09.001.002;Назначение лекарственных препаратов группы антагонистов лейкотриеновых рецепторов при обструктивных заболеваниях дыхательных путей
7705;A25.09.001.003;Ингаляционное введение антибактериальных лекарственных препаратов при кистозном фиброзе (муковисцидозе)
7706;A25.09.002;Назначение диетического питания при заболеваниях нижних дыхательных путей и легочной ткани
7707;A25.09.003;Назначение лечебно-оздоровительного режима при заболеваниях нижних дыхательных путей и легочной ткани
7708;A25.10.001;Назначение лекарственных препаратов при заболеваниях сердца и перикарда
7709;A25.10.002;Назначение диетического питания при заболеваниях сердца и перикарда
7710;A25.10.003;Назначение лечебно-оздоровительного режима при заболеваниях сердца и перикарда
7711;A25.11.001;Назначение лекарственных препаратов при заболеваниях средостения
7712;A25.11.002;Назначение диетического питания при заболеваниях средостения
7713;A25.11.003;Назначение лечебно-оздоровительного режима при заболеваниях средостения
7714;A25.12.001;Назначение лекарственных препаратов при заболеваниях крупных кровеносных сосудов
7715;A25.12.001.001;Назначение дезоксирибонуклеиновой кислоты плазмидной (сверхскрученной кольцевой двуцепочной) при заболеваниях периферических артерий
7716;A25.12.002;Назначение диетического питания при заболеваниях крупных кровеносных сосудов
7717;A25.12.003;Назначение лечебно-оздоровительного режима при заболеваниях крупных кровеносных сосудов
7718;A25.13.001;Назначение лекарственных препаратов при заболеваниях системы микроциркуляции
7719;A25.13.002;Назначение диетического питания при заболеваниях системы микроциркуляции
7720;A25.13.003;Назначение лечебно-оздоровительного режима при заболеваниях системы микроциркуляции
7721;A25.14.001;Назначение лекарственных препаратов при заболеваниях печени и желчевыводящих путей
7722;A25.14.002;Назначение диетического питания при заболеваниях печени и желчевыводящих путей
7723;A25.14.003;Назначение лечебно-оздоровительного режима при заболеваниях печени и желчевыводящих путей
7724;A25.14.004;Назначение противовирусных лекарственных препаратов при хроническом вирусном гепатите C, генотип 1
7725;A25.14.004.001;Назначение интерферонов при хроническом вирусном гепатите C, генотип 1
7726;A25.14.004.002;Назначение ингибиторов протеаз при хроническом вирусном гепатите C, генотип 1
7727;A25.14.004.003;Назначение прочих противовирусных лекарственных препаратов при хроническом вирусном гепатите C, генотип 1
7728;A25.14.005;Назначение противовирусных лекарственных препаратов при хроническом вирусном гепатите C, генотип 2
7729;A25.14.005.001;Назначение интерферонов при хроническом вирусном гепатите C, генотип 2
7730;A25.14.006;Назначение противовирусных лекарственных препаратов при хроническом вирусном гепатите C, генотип 3
7731;A25.14.006.001;Назначение интерферонов при хроническом вирусном гепатите C, генотип 3
7732;A25.14.007;Назначение противовирусных лекарственных препаратов при хроническом вирусном гепатите C, генотип 4
7733;A25.14.007.001;Назначение интерферонов при хроническом вирусном гепатите C, генотип 4
7734;A25.14.007.002;Назначение ингибиторов протеаз при хроническом вирусном гепатите C, генотип 4
7735;A25.14.007.003;Назначение прочих противовирусных лекарственных препаратов при хроническом вирусном гепатите C, генотип 4
7736;A25.14.008;Назначение противовирусных лекарственных препаратов при хроническом вирусном гепатите B
7737;A25.14.008.001;Назначение интерферонов при хроническом вирусном гепатите B
7738;A25.14.008.002;Назначение нуклеозидов и нуклеотидов - ингибиторов обратной транскриптазы при хроническом вирусном гепатите B
7739;A25.15.001;Назначение лекарственных препаратов при заболеваниях поджелудочной железы
7740;A25.15.002;Назначение диетического питания при заболеваниях поджелудочной железы
7741;A25.15.003;Назначение лечебно-оздоровительного режима при заболеваниях поджелудочной железы
7742;A25.16.001;Назначение лекарственных препаратов при заболеваниях пищевода, желудка, двенадцатиперстной кишки
7743;A25.16.002;Назначение диетического питания при заболеваниях пищевода, желудка, двенадцатиперстной кишки
7744;A25.16.003;Назначение лечебно-оздоровительного режима при заболеваниях пищевода, желудка, двенадцатиперстной кишки
7745;A25.17.001;Назначение лекарственных препаратов при заболеваниях тонкой кишки
7746;A25.17.001.001;Назначение лекарственных препаратов группы ингибиторов фактора некроза опухоли альфа при заболеваниях тонкой кишки
7747;A25.17.001.002;Назначение лекарственных препаратов группы селективных иммунодепрессантов при заболеваниях тонкой кишки
7748;A25.17.002;Назначение диетического питания при заболеваниях тонкой кишки
7749;A25.17.003;Назначение лечебно-оздоровительного режима при заболеваниях тонкой кишки
7750;A25.18.001;Назначение лекарственных препаратов при заболеваниях толстой кишки
7751;A25.18.001.001;Назначение лекарственных препаратов группы ингибиторов фактора некроза опухоли альфа при заболеваниях толстой кишки
7752;A25.18.001.002;Назначение лекарственных препаратов группы селективных иммунодепрессантов при заболеваниях толстой кишки
7753;A25.18.002;Назначение диетического питания при заболеваниях толстой кишки
7754;A25.18.003;Назначение лечебно-оздоровительного режима при заболеваниях толстой кишки
7755;A25.19.001;Назначение лекарственных препаратов при заболеваниях сигмовидной и прямой кишки
7756;A25.19.002;Назначение диетического питания при заболеваниях сигмовидной и прямой кишки
7757;A25.19.003;Назначение лечебно-оздоровительного режима при заболеваниях сигмовидной и прямой кишки
7758;A25.20.001;Назначение лекарственных препаратов при заболеваниях женских половых органов
7759;A25.20.002;Назначение диетического питания при заболеваниях женских половых органов
7760;A25.20.003;Назначение лечебно-оздоровительного режима при заболеваниях женских половых органов
7761;A25.20.004;Назначение лекарственных препаратов при беременности
7762;A25.20.005;Назначение диетического питания при беременности
7763;A25.20.006;Назначение лечебно-оздоровительного режима при беременности
7764;A25.21.001;Назначение лекарственных препаратов при заболеваниях мужских половых органов
7765;A25.21.002;Назначение диетического питания при заболеваниях мужских половых органов
7766;A25.21.003;Назначение лечебно-оздоровительного режима при заболеваниях мужских половых органов
7767;A25.22.001;Назначение лекарственных препаратов при заболеваниях желез внутренней секреции
